Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
9245 Pimlico Place NW,Pickerington ,OH, 43147,fairfield,07/25/2025,11:00 AM ET,2023 CV 00300,https://fairfield.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
0 Circle South NE,Thornville ,OH, 43076,fairfield,07/25/2025,11:00 AM ET,2024 CV 01068,https://fairfield.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
1334 TOWNSHIP ROAD 214,WILLOW WOOD ,OH, 45696,lawrence,07/25/2025,11:00 AM ET,23FC000417 (0),https://lawrence.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
722 N MAIN ST,FRANKLIN ,OH, 45005,warren,07/28/2025,08:30 AM ET,24CV097961,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
10 SAGE STREET,LEBANON ,OH, 45036,warren,07/28/2025,08:30 AM ET,24CV097988,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
424 GREGORY CT,LEBANON ,OH, 45036,warren,07/28/2025,08:30 AM ET,25CV098342,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
437 CROSSBOW DR,MAINEVILLE ,OH, 45039,warren,07/28/2025,08:30 AM ET,24CV097560,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
2396 UNION RD,MIDDLETOWN ,OH, 45044,warren,07/28/2025,08:30 AM ET,25CV098649,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
778 LINDEN CREEK,MORROW ,OH, 45152,warren,07/28/2025,08:30 AM ET,24CV097618,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1853 RYAN RD,SPRINGBORO ,OH, 45066,warren,07/28/2025,08:30 AM ET,24CV098192,https://warren.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
192 CLARK STREET,BEREA ,OH, 44017,cuyahoga,07/28/2025,09:00 AM ET,CV23981698 (51726),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
2237 EAST 87TH STREET,CLEVELAND ,OH, 44106,cuyahoga,07/28/2025,09:00 AM ET,CV24993890 (51738),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
3612 CYPRESS AVENUE,CLEVELAND ,OH, 44109,cuyahoga,07/28/2025,09:00 AM ET,CV24992622 (51736),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1474 E 175TH ST,CLEVELAND ,OH, 44110,cuyahoga,07/28/2025,09:00 AM ET,CV24991271 (51732),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1725 WICKFORD ROAD,CLEVELAND ,OH, 441120000,cuyahoga,07/28/2025,09:00 AM ET,CV24108208 (51734),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
974 GREYTON ROAD,CLEVELAND HEIGHTS ,OH, 44112,cuyahoga,07/28/2025,09:00 AM ET,CV24106805 (51735),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
13917 WOLF AVENUE,GARFIELD HEIGHTS ,OH, 44125,cuyahoga,07/28/2025,09:00 AM ET,CV24105379 (51733),https://cuyahoga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
62 MONROE STREET,MONROEVILLE ,OH, 44847,huron,07/28/2025,10:00 AM ET,CVE20250122 (0),https://huron.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
7343 MINERVA RD,WAYNESBURG ,OH, 44688,stark,07/28/2025,10:00 AM ET,2025CV00688 (0),https://stark.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
633 ROOSEVELT STREET,KENT ,OH, 44240,portage,07/28/2025,11:00 AM ET,2019FSH0000501OH672,https://portage.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
9223 HICKORY RIDGE DRIVE,STREETSBORO ,OH, 44241,portage,07/28/2025,11:00 AM ET,2024FSH0000589OH672,https://portage.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1666 GRANT STREET,PORTSMOUTH ,OH, 45662,scioto,07/30/2025,09:00 AM ET,25CIE055 (0),https://scioto.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
1237 9TH STREET,WEST PORTSMOUTH ,OH, 45663,scioto,07/30/2025,09:00 AM ET,23CIE190 (0),https://scioto.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
3823 APPLEGATE AVENUE,CINCINNATI ,OH, 45211,hamilton,07/30/2025,11:00 AM ET,A2501046 (11128),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
3765 IONA AVE,CINCINNATI ,OH, 45213,hamilton,07/30/2025,11:00 AM ET,A2500554 (11125),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
112 PERSHING AVE,CINCINNATI ,OH, 45215,hamilton,07/30/2025,11:00 AM ET,A2403958 (11129),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
5426 WHETSEL AVENUE,CINCINNATI ,OH, 45227,hamilton,07/30/2025,11:00 AM ET,A2301996 (11120),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
523 CARPLIN PL,CINCINNATI ,OH, 45229,hamilton,07/30/2025,11:00 AM ET,A2500031 (11124),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
4104 EASTERMARIE DR,CINCINNATI ,OH, 45236,hamilton,07/30/2025,11:00 AM ET,A2403701 (11127),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
8376 HASKELL DR,CINCINNATI ,OH, 45239,hamilton,07/30/2025,11:00 AM ET,A2400533 (11121),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
4025 BEAVERCREEK CIRCLE,CINCINNATI ,OH, 45241,hamilton,07/30/2025,11:00 AM ET,A2405164 (11122),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
8534 MERRIL CT,CINCINNATI ,OH, 45247,hamilton,07/30/2025,11:00 AM ET,A2405236 (11123),https://hamilton.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
201 S High Street,LaFayette ,OH, 45854,allen,07/30/2025,11:00 AM ET,TF20250002,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
564 Haller Street,Lima ,OH, 45801,allen,07/30/2025,11:00 AM ET,CF20240073,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
4830 Stewart Road,Lima ,OH, 45801,allen,07/30/2025,11:00 AM ET,CF20240099,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
623 E 4th Street,Lima ,OH, 45804,allen,07/30/2025,11:00 AM ET,CF20240109,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
2667 Jonathon Drive,Lima ,OH, 45806,allen,07/30/2025,11:00 AM ET,CF20240014,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
2509 Elmview (vacant lot) Driv,Lima ,OH, 45806,allen,07/30/2025,11:00 AM ET,TF20250001,https://allen.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,,
24 EAST BEL MEADOW LANE,CHAGRIN FALLS ,OH, 44022,geauga,07/31/2025,10:00 AM ET,24F000660 (0),https://geauga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
18100 HAWKSMOOR WAY,CHAGRIN FALLS ,OH, 44023,geauga,07/31/2025,10:00 AM ET,25F000086 (0),https://geauga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
12030 PRINCETON RD,HUNTSBURG ,OH, 44046,geauga,07/31/2025,10:00 AM ET,24F000276 (0),https://geauga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
16177 CENTER STREET,MIDDLEFIELD ,OH, 44062,geauga,07/31/2025,10:00 AM ET,24F000839 (0),https://geauga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
11121 KIMMERIDGE TRAIL,NEWBURY ,OH, 44065,geauga,07/31/2025,10:00 AM ET,19F000343 (0),https://geauga.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
306 South Second Street,North Baltimore ,OH, 45872,wood,07/31/2025,10:00 AM ET,25CV0053 (0),https://wood.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,,
421 MARKET STREET,BROOKVILLE ,OH, 45309,montgomery,08/01/2025,09:00 AM ET,2025 CV 00996 (0),https://montgomery.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
472 MERTLAND AVE,DAYTON ,OH, 45403,montgomery,08/01/2025,09:00 AM ET,2024 CV 05984 (0),https://montgomery.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
1029 CUMBERLAND AVE,DAYTON ,OH, 45406,montgomery,08/01/2025,09:00 AM ET,2025 CV 00368 (0),https://montgomery.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
705 MACMILLAN DRIVE,DAYTON ,OH, 45426,montgomery,08/01/2025,09:00 AM ET,2024 CV 05562 (0),https://montgomery.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
4065 MEADOWCROFT RD,DAYTON ,OH, 45429,montgomery,08/01/2025,09:00 AM ET,2025 CV 00834 (0),https://montgomery.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
1013 S HEINCKE ROAD,MIAMISBURG ,OH, 45342,montgomery,08/01/2025,09:00 AM ET,2024 CV 05919 (0),https://montgomery.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
115 First Street,Beaver ,OH, 45613,pike,08/01/2025,10:00 AM ET,2024CIV00207 (0),https://pike.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
1135Hopley Ave.,Bucyrus ,OH, 44820,crawford,08/01/2025,11:00 AM ET,24CV0233 (0),https://crawford.sheriffsaleauction.ohio.gov/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,,
505 NW SAGAMORE TER,PORT SAINT LUCIE,FL,  34983,stlucie,07/02/2025,08:00 AM ET,2024CA000349,https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2950 NE 188 ST 302,AVENTURA,FL,  33180,miamidade,07/02/2025,09:00 AM ET,2024-012952-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
47 NW 49 ST,MIAMI,FL,  33127,miamidade,07/02/2025,09:00 AM ET,2024-017291-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
428 SAN MIGUEL AVE,NORTH PORT,FL, 34287,sarasota,07/02/2025,09:00 AM ET,2024 CA 000141 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2582 HOBBLEBRUSH DR,NORTH PORT,FL, 34289,sarasota,07/02/2025,09:00 AM ET,2023 CA 000781 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2848 HOPE ST,SARASOTA,FL, 34231,sarasota,07/02/2025,09:00 AM ET,2024 CA 003282 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
617 SIESTA DR,SARASOTA,FL, 34242,sarasota,07/02/2025,09:00 AM ET,2023 CA 007280 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
1712 VILLAGE CT,BRANDON,FL,  33511,hillsborough,07/02/2025,10:00 AM ET,292024CA001030A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
1932 ORO CT,CLEARWATER,FL,  33764,pinellas,07/02/2025,10:00 AM ET,522024CA004503XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
6002 N TAMPA ST,TAMPA,FL,  33604,hillsborough,07/02/2025,10:00 AM ET,292024CA009547A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
16962 OVAL RUM DR,WIMAUMA,FL,  33598,hillsborough,07/02/2025,10:00 AM ET,292024CA004991A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
518 AUTUMN BREEZE DRIVE,CLIFTON,CO,  81520,mesa,07/02/2025,10:00 AM MT,2022-0084,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
3224 1/2 MESA AVE,CLIFTON,CO,  81520,mesa,07/02/2025,10:00 AM MT,2025-0042,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
669 25 ROAD,GRAND JUNCTION,CO,  81501,mesa,07/02/2025,10:00 AM MT,2024-0114,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
426 PARK AVE,GRAND JUNCTION,CO,  81501,mesa,07/02/2025,10:00 AM MT,2024-0135,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2782 MILO DRIVE,GRAND JUNCTION,CO,  81503,mesa,07/02/2025,10:00 AM MT,2024-0153,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
416 BROKEN ARROW DRIVE #A,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2019-0015,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
441 1/2 MORNING DOVE DR,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2022-0058,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
3090 BOOKCLIFF AVE,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2022-0110,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
3154 GEMINI PEAK LANE,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2022-0206,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2926 RUBY CT,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2023-0219,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
416 CHISWICK WAY,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2023-0235,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
3135 SHAMROCK DR,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2025-0036,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
3184 KENNEDY AVE,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2025-0040,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2996 FENWICK LN,GRAND JUNCTION,CO,  81504,mesa,07/02/2025,10:00 AM MT,2025-0041,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
454 VISTA GRANDE RD,GRAND JUNCTION,CO,  81507,mesa,07/02/2025,10:00 AM MT,2025-0039,https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
4705 LILLIAN HWY,PENSACOLA,FL,  32506,escambia,07/02/2025,11:00 AM CT,2024 CA 001542,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
4675 56TH DR E,BRADENTON,FL,  34203,manatee,07/02/2025,11:00 AM ET,412022CA004086CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2133 WATERFOOT LN,JACKSONVILLE,FL,  32246,duval,07/02/2025,11:00 AM ET,16-2024-CA-000890-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
27 FIR TRAIL PASS,OCALA,FL,  34472,marion,07/02/2025,11:00 AM ET,422022CA000931CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
440 SE 37TH TERR,OKEECHOBEE,FL,  34974,okeechobee,07/02/2025,11:00 AM ET,472023CA000189CAAXMX,https://okeechobee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
772 E MICHIGAN ST UNIT 72,ORLANDO,FL, 32806,myorangeclerk,07/02/2025,11:00 AM ET,2024-CA-010931-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
1661 GAMMON LN,ORLANDO,FL, 32811,myorangeclerk,07/02/2025,11:00 AM ET,2023-CA-011448-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2266 RED GATE RD,ORLANDO,FL, 32818,myorangeclerk,07/02/2025,11:00 AM ET,2024-CA-006497-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
66 CARNATION DR,PLACIDA,FL,  33946,charlotte,07/02/2025,11:00 AM ET,23001607CC,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2097 CEDARWOOD ST,PORT CHARLOTTE,FL,  33948,charlotte,07/02/2025,11:00 AM ET,25000334CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
8511 SE 158TH PL,SUMMERFIELD,FL,  34491,marion,07/02/2025,11:00 AM ET,422023CA003057CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
2014 MIDYETTE RD APT 402,TALLAHASSEE,FL,  32301,leon,07/02/2025,11:00 AM ET,2024 CA 000978,https://leon.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
3135 LOOKOUT TRL,TALLAHASSEE,FL,  32309,leon,07/02/2025,11:00 AM ET,2025 CA 000078,https://leon.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/02/2025,Realforeclose.com,,
7001 OAKWOOD ST,DAVENPORT,FL,  33837,polk,07/03/2025,10:00 AM ET,2024CA002346000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
2024 W NICHOLAS SHANE DR,DUNNELLON,FL,  34434,citrus,07/03/2025,10:00 AM ET,2024 CA 000743 A,https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
1890 TYNER RD,HAINES CITY,FL,  33844,polk,07/03/2025,10:00 AM ET,2023CA004632000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
232 AIDAN'S LNDG,HAINES CITY,FL,  33844,polk,07/03/2025,10:00 AM ET,2024CC006028000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
7275 YARBOROUGH LN,LAKELAND,FL,  33813,polk,07/03/2025,10:00 AM ET,2024CA001594000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
716 N 59TH AVE,PENSACOLA,FL,  32506,escambia,07/03/2025,11:00 AM CT,2024 CA 001276,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
60 W 10TH ST,ATLANTIC BEACH,FL,  32233,duval,07/03/2025,11:00 AM ET,16-2024-CA-003565-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
4725 CINNAMON FERN DR,JACKSONVILLE,FL,  32210,duval,07/03/2025,11:00 AM ET,16-2022-CA-003453-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
15871 GREAT LAKES CIR,JACKSONVILLE,FL,  32218,duval,07/03/2025,11:00 AM ET,16-2023-CA-010089-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
4520 ARCH CREEK DR,JACKSONVILLE,FL,  32257,duval,07/03/2025,11:00 AM ET,16-2025-CA-000304-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
10523 ROCKY GARDEN LN,JACKSONVILLE,FL,  32257,duval,07/03/2025,11:00 AM ET,16-2025-CA-000548-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
1303 CHARLES ST,ORLANDO,FL, 32808,myorangeclerk,07/03/2025,11:00 AM ET,2024-CA-003497-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/03/2025,Realforeclose.com,,
