Date,URL,Source,Case,Judgment,Parcel,Address,Address2,Value,Atty,Atty_Contact
"Auction Starts
07/15/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2024-CA-005341-O,"$203,083.86 ",2.82E+14,1828 LEMON DROP CT,"APOPKA, 32712","$189,180.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,2024-CA-001955-O,"$449,794.91 ",2.82E+14,397 SMUGGLERS WAY,"APOPKA, 32712","$303,725.00 ",,
"Auction Starts
07/17/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,2022-CA-006045-O,"$226,176.94 ",2.82E+14,1437 JECENIA BLOSSOM DR,"APOPKA, 32712","$376,818.00 ",,
"Auction Starts
07/17/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,2024-CA-006854-O,"$51,705.70 ",2.82E+14,4611 ANTON AVE,"APOPKA, 32712","$43,003.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,16-2023-CA-010640-XXXX-MA,"$236,145.16 ",171490-0000,385 ROYAL PALMS DR,"ATLANTIC BEACH, FL- 32233","$400,057.00 ",,
"Auction Starts
07/22/2025 10:00 AM ET",https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2023CA005433000000,"$181,459.37 ",2.53E+17,321 ARIANA ST,"AUBURNDALE, FL- 33823","$215,294.00 ",,
"Auction Starts
07/23/2025 10:00 AM ET",https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,2025CC001194000000,"$6,435.90 ",2.53E+17,5569 ORO VALLEY RD,"AUBURNDALE, FL- 33823","$214,116.00 ",,
"Auction Starts
07/30/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2016-029854-CA-01,"$398,145.78 ",28-2210-061-2520,18181 NE 31 CT 1610,"AVENTURA, FL- 33160","$247,299.00 ",,
"Auction Starts
08/04/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/04/2025,Realforeclose.com,2024-023347-CA-01,"$14,184.67 ",28-2210-080-0850,2000 ISLAND BLVD 804,"AVENTURA, FL- 33160","$618,007.00 ",,
"Auction Starts
07/15/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2024-012451-CA-01,"$47,901.32 ",28-1235-021-1870,20505 E COUNTRY CLUB DR 1239,"AVENTURA, FL- 33180","$177,338.00 ",,
"Auction Starts
07/21/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,2023-118072-CC-05,"$49,483.85 ",28-2203-073-0070,2775 NE 187 ST 202,"AVENTURA, FL- 33180","$258,214.00 ",,
"Auction Starts
07/28/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,2024-002148-CA-01,"$229,016.48 ",28-1234-054-4170,20301 W COUNTRY CLUB DR 2029,"AVENTURA, FL- 33180","$205,323.00 ",,
"Auction Starts
08/04/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/04/2025,Realforeclose.com,2024-004590-CA-01,"$19,910,000.00 ",28-1234-001-0220,21291 NE 28 AVE,"AVENTURA, FL- 33180","$6,405,930.00 ",,
"Auction Starts
07/10/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,2024 CA 000744 A,"$145,985.07 ",1467098,9 S LEE ST,"BEVERLY HILLS, FL- 34465","$95,839.00 ",,
"Auction Starts
07/24/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,2017 CA 000085 A,"$384,983.50 ",2064510,4372 W TOMAHAWK DR,"BEVERLY HILLS, FL- 34465","$368,255.00 ",,
"Auction Starts
07/31/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,502025CA001829XXXAMB,"$13,108.46 ",4.25E+14,9106 SW 22ND ST F,"BOCA RATON, FL- 33428","$360,790.00 ",,
"Auction Starts
07/22/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,502021CA013137XXXXMB,"$390,871.52 ",6.43E+15,340 OREGON LN,"BOCA RATON, FL- 33487","$676,380.00 ",,
"Auction Starts
07/29/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,502024CA003794XXXAMB,"$278,458.93 ",4.25E+14,9413 BOCA GARDENS CIR S B,"BOCA RATON, FL- 33496","$382,334.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,23-CA-013456,"$197,282.37 ",28-44-22-02-0000B.0050,5493 AVENUE B,"BOKEELIA, FL- 33922","$128,746.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,25-CA-000584,"$225,115.80 ",27-47-25-B2-00412.0020,26196 DUCHESS LN,"BONITA SPRINGS, FL- 34135","$130,561.00 ",,
"Auction Starts
07/28/2025 10:00 AM ET",https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,502024CC010219XXXASB,"$17,862.00 ",8.42E+15,1040 GROVE PARK CIR,"BOYNTON BEACH, FL- 33436","$505,894.00 ",,
"Auction Starts
07/23/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,412023CA000858CAAXMA,"$320,986.12 ",4062703204,4207 21ST AVE W,"BRADENTON, FL- 34205","$295,196.00 ",,
"Auction Starts
07/31/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,412024CC004330CCAXMA,"$23,658.52 ",5057610510,4192 HERON WAY,"BRADENTON, FL- 34205","$113,815.00 ",,
"Auction Starts
08/05/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/05/2025,Realforeclose.com,412024CA001273CAAXMA,"$79,670.00 ",1127227252,4456 6TH AVE E,"BRADENTON, FL- 34208","$253,414.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,412024CA000955CAAXMA,"$686,313.25 ",580085559,13840 GREEN HAMMOCK PL,"BRADENTON, FL- 34211","$866,066.00 ",,
"Auction Starts
08/05/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/05/2025,Realforeclose.com,412024CA001210CAAXMA,"$414,302.36 ",590024809,3360 CHESTERTOWN LOOP,"BRADENTON, FL- 34211","$553,924.00 ",,
"Auction Starts
07/29/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,292020CA000469A001HC,"$273,560.02 ",2029142BS000011000310U,661 LAKEMONT DR,"BRANDON, FL- 33510","$235,382.00 ",,
"Auction Starts
07/30/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,292023CA017548A001HC,"$420,422.09 ",2029215X4000004000030U,723 ERIK LAKE RD,"BRANDON, FL- 33510","$303,511.00 ",,
"Auction Starts
07/09/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,292024CA005657A001HC,"$743,397.62 ",203023731000000000060U,918 SHOALS LANDING DR,"BRANDON, FL- 33511","$1,017,111.00 ",,
"Auction Starts
07/17/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,292024CA003340A001HC,"$1,395,748.95 ",203023731000000000100U,909 SHOALS LANDING DR,"BRANDON, FL- 33511","$1,694,763.00 ",,
"Auction Starts
07/25/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,292024CC047923A001HC,"$15,686.13 ",20292799U000000000340U,778 SPRING FLOWERS TRL,"BRANDON, FL- 33511","$224,422.00 ",,
"Auction Starts
07/28/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,292024CA010318A001HC,"$129,234.99 ",203015ZZZ000002889100U,4609 JOHN MOORE RD,"BRANDON, FL- 33511","$291,800.00 ",,
"Auction Starts
07/31/2025 11:30 AM ET",https://nassauclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,452023CA000464CAAXYX,"$151,760.45 ",10-1S-24-1935-0024-0000,32097 SETTLERS RIDGE DR,"BRYCEVILLE, FL- 32009","$177,832.00 ",,
"Auction Starts
07/11/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,2024 CA 000259,"$442,453.20 ",30-13-30-0000-01010-0010,7260 COUNTY RD 304,"BUNNELL, FL- 32110","$223,434.00 ",,
"Auction Starts
07/31/2025 11:30 AM ET",https://nassauclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,452019CA000105CAAXYX,"$142,100.11 ",17-2N-25-0000-0011-0104,45772 JONES WAY,"CALLAHAN, FL- 32011","$124,870.00 ",,
"Auction Starts
07/22/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2024 CA 000484,"$278,729.10 ",271N311200003010,941 SUMMER SHADE LN,"CANTONMENT, FL- 32533","$257,935.00 ",,
"Auction Starts
07/23/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,2023 CA 002169,"$145,358.41 ",141N316000013010,746 TATE RD,"CANTONMENT, FL- 32533","$149,121.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,23-CA-001487,"$220,939.63 ",36-44-23-C2-00909.0050,2509 ACADEMY BLVD,"CAPE CORAL, FL- 33904","$236,506.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,24-CA-007628,"$378,789.40 ",12-45-23-C4-00215.0420,247 SE 46TH ST,"CAPE CORAL, FL- 33904","$257,566.00 ",,
"Auction Starts
07/31/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,24-CA-004675,"$145,249.26 ",07-45-24-C1-00307.0030,1212 SE 43RD TER,"CAPE CORAL, FL- 33904","$300,601.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,24-CA-005057,"$206,986.07 ",08-44-24-C1-01544.0340,412 NE 17TH PL,"CAPE CORAL, FL- 33909","$250,034.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,25-CA-000368,"$282,783.38 ",08-44-24-C4-01503.0440,106 NE 17TH AVE,"CAPE CORAL, FL- 33909","$298,656.00 ",,
"Auction Starts
07/24/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,24-CA-005032,"$374,089.75 ",01-44-23-C2-02436.0490,337 NE 14TH TER,"CAPE CORAL, FL- 33909","$240,044.00 ",,
"Auction Starts
07/24/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,24-CA-006005,"$915,115.00 ",07-44-24-C4-03587.0030,35-43 NE 10TH PL,"CAPE CORAL, FL- 33909","$1,681,044.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,20-CA-001211,"$536,981.25 ",09-45-23-C3-04660.0320,4622 SW 18TH AVE,"CAPE CORAL, FL- 33914","$488,044.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,24-CA-005615,"$340,266.07 ",14-45-23-C1-04540.0210,612 SW 51ST TER,"CAPE CORAL, FL- 33914","$334,261.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,24-CA-007573,"$586,923.55 ",15-45-23-C3-01668.0560,5316 SW 8TH CT,"CAPE CORAL, FL- 33914","$461,024.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,25-CA-001391,"$1,031,402.77 ",15-45-23-C1-04517.0290,1219 SW 51ST ST,"CAPE CORAL, FL- 33914","$850,644.00 ",,
"Auction Starts
07/24/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,24-CA-004092,"$44,074.69 ",02-45-23-C4-01756.0070,3811 SW 6TH PL,"CAPE CORAL, FL- 33914","$306,087.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,24-CA-005262,"$98,000.00 ",17-44-24-C3-01375.0110,528 SE 23RD PL,"CAPE CORAL, FL- 33990","$73,275.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,24-CA-005512,"$312,111.58 ",24-44-23-C3-00811.0610,1427 SE 8TH AVE,"CAPE CORAL, FL- 33990","$285,851.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,24-CA-002246,"$785,087.87 ",29-44-23-C2-00525.0370,2617 STONYHILL CT,"CAPE CORAL, FL- 33991","$564,572.00 ",,
"Auction Starts
07/10/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,24-CA-000173,"$208,530.80 ",23-43-23-C3-02771.0320,3209 NW 2ND PL,"CAPE CORAL, FL- 33993","$200,079.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,24-CA-000313,"$308,004.05 ",26-43-23-C2-02772.0820,3018 NW 2ND PL,"CAPE CORAL, FL- 33993","$236,601.00 ",,
"Auction Starts
07/17/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,24-CA-005918,"$387,336.85 ",33-43-23-C1-03890.0300,2311 NW 21ST PL,"CAPE CORAL, FL- 33993","$291,456.00 ",,
"Auction Starts
07/24/2025 09:00 AM ET",https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,24-CA-005366,"$943,951.43 ",36-43-22-C2-05252.0070,4209 NW 20TH TER,"CAPE CORAL, FL- 33993","$664,385.00 ",,
"Auction Starts
07/15/2025 11:00 AM ET",https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2023CA000233,"$655,356.79 ",22-21-30-512-0000-0450,2935 WILLOW BAY TERR,"CASSELBERRY, FL- 32707","$546,952.00 ",,
"Auction Starts
07/29/2025 11:00 AM ET",https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2024CA001024,"$179,474.96 ",21-21-30-501-0800-0060,507 WILSHIRE DR,"CASSELBERRY, FL- 32707","$72,886.00 ",,
"Auction Starts
07/29/2025 11:00 AM ET",https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2024CC001833,"$22,721.39 ",15-21-30-507-0C00-0080,1270 QUEEN ELAINE DRIVE,"CASSELBERRY, FL- 32707","$120,761.00 ",,
"Auction Starts
08/05/2025 11:00 AM ET",https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/05/2025,Realforeclose.com,2024CA000731,"$202,794.93 ",09-21-30-521-0000-0590,188 HILL ST,"CASSELBERRY, FL- 32707","$168,715.00 ",,
"Auction Starts
08/07/2025 11:00 AM ET",https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,2023CA004210,"$298,454.78 ",10-21-30-501-0000-0250,1375 LAKE DR,"CASSELBERRY, FL- 32707","$195,039.00 ",,
"Auction Starts
07/15/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2024 CA 000422,"$217,025.08 ",085N301101012001,7501 JEFFERSON AVE,"CENTURY, FL- 32535","$202,844.00 ",,
"Auction Starts
07/23/2025 10:00 AM CT",https://washington.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,672024CA000048CAAXMX,"$37,840.02 ",00000000-00-3846-0001,741 CHANCE RD,"CHIPLEY, FL- 32428","$28,774.00 ",,
"Auction Starts
07/15/2025 11:00 AM ET",https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,422024CA000153CAAXMX,"$146,004.47 ",1969280,17545 NE 37TH CT,"CITRA, FL- 32113","$105,631.00 ",,
"Auction Starts
07/17/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,2024 CA 000557 A,"$194,759.01 ",1314330,3212 W CAMILO DR,"CITRUS SPRINGS, FL- 34433","$235,781.00 ",,
"Auction Starts
07/24/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,2024 CA 000806 A,"$9,993.03 ",1439761,10655 N DRAGONIS DR,"CITRUS SPRINGS, FL- 34433","$8,870.00 ",,
"Auction Starts
07/24/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,2024 CA 000688 A,"$34,377.43 ",2182270,2055 W CORRINE ST,"CITRUS SPRINGS, FL- 34434","$3,620.00 ",,
"Auction Starts
07/24/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,2024 CA 000689 A,"$23,390.79 ",1389895,7582 N FISHER TER,"CITRUS SPRINGS, FL- 34434","$3,119.00 ",,
"Auction Starts
07/24/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,2024 CA 000690 A,"$39,791.63 ",1304385,9343 N SHERMAN DR,"CITRUS SPRINGS, FL- 34434","$3,397.00 ",,
"Auction Starts
07/24/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,2024 CA 000691 A,"$31,676.77 ",2097531,507 E KINGSDALE ST,"CITRUS SPRINGS, FL- 34434","$2,928.00 ",,
"Auction Starts
07/16/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,522022CA005400XXCICI,"$251,758.61 ",1.53E+17,1001 CARLTON ST,"CLEARWATER, FL- 33755","$208,900.00 ",,
"Auction Starts
07/31/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,522024CC009638XXCOCO,"$34,657.35 ",1.63E+17,2625 STATE ROAD 590 # 2423,"CLEARWATER, FL- 33759","$84,307.00 ",,
"Auction Starts
07/31/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,522025CC001588XXCOCO,"$17,549.12 ",1.63E+17,2621 COVE CAY DR # 207,"CLEARWATER, FL- 33760","$167,586.00 ",,
"Auction Starts
07/10/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,522021CC003286XXCOCO,"$39,862.94 ",1.63E+17,2500 WINDING CREEK BLVD # F-10,"CLEARWATER, FL- 33761","$112,520.00 ",,
"Auction Starts
07/16/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,522023CA008699XXCICI,"$78,098.17 ",1.63E+17,1012 PEARCE DR # 111,"CLEARWATER, FL- 33764","$57,567.00 ",,
"Auction Starts
07/09/2025 10:00 AM MT",https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,2022-0084,,R038499,518 AUTUMN BREEZE DRIVE,"CLIFTON, CO- 81520","$17,560.00 ",,
"Auction Starts
07/30/2025 10:00 AM MT",https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2025-0064,,R038256,519 GARLAND,"CLIFTON, CO- 81520","$12,170.00 ",,
"Auction Starts
07/30/2025 10:00 AM MT",https://mesa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2025-0068,,R038311,3229 1/2 BUNTING AVENUE,"CLIFTON, CO- 81520","$14,110.00 ",,
"Auction Starts
07/22/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2024-021045-CA-01,"$2,937,730.65 ",03-4108-001-3800,611 N GREENWAY DR,"CORAL GABLES, FL- 33134","$2,777,814.00 ",,
"Auction Starts
07/14/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/14/2025,Realforeclose.com,2015-023492-CA-01,"$2,554,596.74 ",03-4132-025-0220,7244 LAGO DR E,"CORAL GABLES, FL- 33143","$1,509,735.00 ",,
"Auction Starts
07/21/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,2023-020412-CA-01,"$1,934,248.58 ",03-5118-005-0330,1422 CORUNA AVE,"CORAL GABLES, FL- 33156","$600,128.00 ",,
"Auction Starts
07/30/2025 11:00 AM CT",https://okaloosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2023 CA 004361 C,"$62,912.17 ",21-3N-23-1670-0024-0620,2945 APLIN RD,"CRESTVIEW, FL- 32539","$138,652.00 ",,
"Auction Starts
07/10/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,2024 CA 000598 A,"$77,822.24 ",1978416,8748 N DISCALFANI LOOP,"CRYSTAL RIVER, FL- 34428","$90,688.00 ",,
"Auction Starts
07/10/2025 10:00 AM ET",https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,2024 CA 000276 A,"$115,142.58 ",1089891,1090 N FAN PALM PT,"CRYSTAL RIVER, FL- 34429","$95,689.00 ",,
"Auction Starts
07/10/2025 10:00 AM ET",https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,2024CA001179000000,"$324,917.80 ",2.73E+17,7479 OAKMOSS LOOP,"DAVENPORT, FL- 33837","$398,695.00 ",,
