Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
9601 CARR RD,RIVERVIEW,FL,  33569,hillsborough,07/07/2025,10:00 AM ET,292025CA001389A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
15307 LONG CYPRESS DR,RUSKIN,FL,  33575,hillsborough,07/07/2025,10:00 AM ET,292023CA014910A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
11020 ANCIENT FUTURES DR,TAMPA,FL,  33592,hillsborough,07/07/2025,10:00 AM ET,292011CC001407A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
1136 SHIPWATCH CIR,TAMPA,FL,  33602,hillsborough,07/07/2025,10:00 AM ET,292024CC069956A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
3511 W BARCELONA ST,TAMPA,FL,  33629,hillsborough,07/07/2025,10:00 AM ET,292024CA007778A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
8614 MANASSAS RD,TAMPA,FL,  33635,hillsborough,07/07/2025,10:00 AM ET,292024CA003060A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
2209 S WATERMAN DR,VALRICO,FL,  33594,hillsborough,07/07/2025,10:00 AM ET,292024CA000200A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
265 PECAN ST,JACKSONVILLE,FL,  32211,duval,07/07/2025,11:00 AM ET,16-2024-CA-000576-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
3618 NW 55TH CIR,OCALA,FL,  34482,marion,07/07/2025,11:00 AM ET,422024CA001326CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
4639 ETHANS GLENN AVE,ORLANDO,FL, 32812,myorangeclerk,07/07/2025,11:00 AM ET,2019-CA-014126-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
3098 BEACON DR,PORT CHARLOTTE,FL,  33952,charlotte,07/07/2025,11:00 AM ET,24002093CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
11806 WATER RUN ALY,WINDERMERE,FL, 34786,myorangeclerk,07/07/2025,11:00 AM ET,2023-CA-013771-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/07/2025,Realforeclose.com,,
9460 MEADOWOOD DR 203,SAINT LUCIE COUNTY,FL,  34951,stlucie,07/08/2025,08:00 AM ET,2024CA001337,https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1800 COLLINS AVE 12E,MIAMI BEACH,FL,  33139,miamidade,07/08/2025,09:00 AM ET,2025-001652-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
5555 COLLINS AVE 9Z,MIAMI BEACH,FL,  33140,miamidade,07/08/2025,09:00 AM ET,2025-003933-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
9535 SW 46 TER,MIAMI,FL,  33165,miamidade,07/08/2025,09:00 AM ET,2023-022182-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
9200 SW 37 ST,MIAMI,FL,  33165,miamidade,07/08/2025,09:00 AM ET,2024-013217-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
14521 BOGGS DR,MIAMI,FL,  33176,miamidade,07/08/2025,09:00 AM ET,2024-008897-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1015 MANN RD,BARTOW,FL,  33830,polk,07/08/2025,10:00 AM ET,2024CA002515000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
116 LA CRESTA CT,DAVENPORT,FL,  33837,polk,07/08/2025,10:00 AM ET,2024CA000697000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
135 PINEWINDS BLVD,OLDSMAR,FL,  34677,pinellas,07/08/2025,10:00 AM ET,522024CA000035XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
417 BAY LEAF DR,POINCIANA,FL,  34759,polk,07/08/2025,10:00 AM ET,2022CA002101000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
5990 GREENPOND RD,POLK CITY,FL,  33868,polk,07/08/2025,10:00 AM ET,2023CA005368000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
7900 46TH AVE N,ST PETERSBURG,FL,  33709,pinellas,07/08/2025,10:00 AM ET,522025CA001408XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
7042 SE BAY HILL DR,STUART,FL,  34997,martin,07/08/2025,10:00 AM ET,24000949CAAXMX,https://martin.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
6 GOLF VIEW CIR NE,WINTER HAVEN,FL,  33881,polk,07/08/2025,10:00 AM ET,2022CA003014000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
202 ELLINGTON ST,CANTONMENT,FL,  32533,escambia,07/08/2025,11:00 AM CT,2024 CA 001275,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
7151 STUCKEY RD,CENTURY,FL,  32535,escambia,07/08/2025,11:00 AM CT,2024 CA 000742,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
466 SARA AVE,MARY ESTHER,FL,  32569,okaloosa,07/08/2025,11:00 AM CT,2023 CA 003757 F,https://okaloosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1631 E MAURA ST,PENSACOLA,FL,  32503,escambia,07/08/2025,11:00 AM CT,2023 CA 002825,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
2727 75TH ST W APT 1AN,BRADENTON,FL,  34209,manatee,07/08/2025,11:00 AM ET,412022CA004091CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
2780 JEWEL AVE,DELTONA,FL,  32738,volusia,07/08/2025,11:00 AM ET,2023 12830 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
3638 DELLWOOD AVE,JACKSONVILLE,FL,  32205,duval,07/08/2025,11:00 AM ET,16-2024-CA-002945-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
7143 OAKNEY RD,JACKSONVILLE,FL,  32211,duval,07/08/2025,11:00 AM ET,16-2023-CA-008726-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
3057 SHADY DR,JACKSONVILLE,FL,  32257,duval,07/08/2025,11:00 AM ET,16-2024-CA-001910-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
5727 RUTHERFORD RD,MOUNT DORA,FL, 32757,myorangeclerk,07/08/2025,11:00 AM ET,2025-CA-000056-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
2750 SW 139TH ST,OCALA,FL,  34473,marion,07/08/2025,11:00 AM ET,422024CA000757CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
306 S MCKINLEY AVE,ORLANDO,FL, 32811,myorangeclerk,07/08/2025,11:00 AM ET,2024-CA-005777-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
1012 COQUINA ROCK ST,ORLANDO,FL, 32828,myorangeclerk,07/08/2025,11:00 AM ET,2024-CA-003726-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
8142 VIA ROSA,ORLANDO,FL, 32836-8789,myorangeclerk,07/08/2025,11:00 AM ET,2016-CA-003301-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
6205 FAIRMONT LN,PALMETTO,FL,  34221,manatee,07/08/2025,11:00 AM ET,412023CA005803CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
8241 SE 176TH LAWSON LOOP,THE VILLAGES,FL,  32162,marion,07/08/2025,11:00 AM ET,422024CA001731CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
12657 HADDON DR,WINDERMERE,FL, 34786,myorangeclerk,07/08/2025,11:00 AM ET,2019-CA-002510-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/08/2025,Realforeclose.com,,
709 SPRUCE ST,ENGLEWOOD,FL, 34223,sarasota,07/09/2025,09:00 AM ET,2023 CA 005806 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
7873 MCPHAIL AVE,NORTH PORT,FL, 34291,sarasota,07/09/2025,09:00 AM ET,2023 CA 006561 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
15941 MELLEN LN,JUPITER,PA,  33478,palmbeach,07/09/2025,10:00 AM ET,502024CA006183XXXAMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
836 STALLION WAY,ORANGE PARK,FL,  32065,clay,07/09/2025,10:00 AM ET,2024CA000273,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
302 E 130TH AVE,TAMPA,FL,  33612,hillsborough,07/09/2025,10:00 AM ET,292024CA009759A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2917 W CLIFTON ST,TAMPA,FL,  33614,hillsborough,07/09/2025,10:00 AM ET,292024CA004207A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
3817 TWILIGHT DR,VALRICO,FL,  33594,hillsborough,07/09/2025,10:00 AM ET,292023CA013243A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
4709 CONSTELLATION DR,GULF BREEZE,FL,  32563,santarosa,07/09/2025,11:00 AM CT,572024CA000392CAAXMX,https://santarosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
507 11TH ST N,PANAMA CITY,FL,  32404,bay,07/09/2025,11:00 AM CT,23001439CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
1015 LOVEBIRD CT,PENSACOLA,FL,  32534,escambia,07/09/2025,11:00 AM CT,2023 CA 001649,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
8868 BRIGADE TRL,PENSACOLA,FL,  32534,escambia,07/09/2025,11:00 AM CT,2023 CA 003164,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
551 W 66TH ST,JACKSONVILLE,FL,  32208,duval,07/09/2025,11:00 AM ET,16-2022-CA-001928-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
8454 JACINTO ST,JACKSONVILLE,FL,  32211,duval,07/09/2025,11:00 AM ET,16-2021-CA-004958-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
5939 GUMWOOD DR,JACKSONVILLE,FL,  32277,duval,07/09/2025,11:00 AM ET,16-2023-CA-010572-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
2135 SW 156TH PL,OCALA,FL,  34473,marion,07/09/2025,11:00 AM ET,422023CA003219CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
693 VERONICA CIR,OCOEE,FL, 34761,myorangeclerk,07/09/2025,11:00 AM ET,2016-CA-003213-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
1743 CAPESTERRE DR,ORLANDO,FL, 32824,myorangeclerk,07/09/2025,11:00 AM ET,2023-CA-015305-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
14798 HARTFORD RUN DR,ORLANDO,FL, 32828,myorangeclerk,07/09/2025,11:00 AM ET,2024-CA-002825-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
9244 PECKY CYPRESS WAY,ORLANDO,FL, 32836,myorangeclerk,07/09/2025,11:00 AM ET,2010-CA-003839-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
1505 NEWTON ST,PORT CHARLOTTE,FL,  33952,charlotte,07/09/2025,11:00 AM ET,24000669CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
410 DALTON BLVD,PORT CHARLOTTE,FL,  33952,charlotte,07/09/2025,11:00 AM ET,24000968CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
15420 OLIVE CIR,PUNTA GORDA,FL,  33955,charlotte,07/09/2025,11:00 AM ET,25000066CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
HEATHER LN,TALLAHASSEE,FL,  32303,leon,07/09/2025,11:00 AM ET,2024 CA 001506,https://leon.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
11156 TUNG GROVE RD,TALLAHASSEE,FL,  32317,leon,07/09/2025,11:00 AM ET,2022 CA 000129,https://leon.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
465 N PHELPS AVE,WINTER PARK,FL, 32789,myorangeclerk,07/09/2025,11:00 AM ET,2023-CA-011019-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,,
26196 DUCHESS LN,BONITA SPRINGS,FL,  34135,lee,07/10/2025,09:00 AM ET,25-CA-000584,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2509 ACADEMY BLVD,CAPE CORAL,FL,  33904,lee,07/10/2025,09:00 AM ET,23-CA-001487,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
412 NE 17TH PL,CAPE CORAL,FL,  33909,lee,07/10/2025,09:00 AM ET,24-CA-005057,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
4622 SW 18TH AVE,CAPE CORAL,FL,  33914,lee,07/10/2025,09:00 AM ET,20-CA-001211,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1427 SE 8TH AVE,CAPE CORAL,FL,  33990,lee,07/10/2025,09:00 AM ET,24-CA-005512,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2617 STONYHILL CT,CAPE CORAL,FL,  33991,lee,07/10/2025,09:00 AM ET,24-CA-002246,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
3209 NW 2ND PL,CAPE CORAL,FL,  33993,lee,07/10/2025,09:00 AM ET,24-CA-000173,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
4644 NW 34TH TER,CAPE CORAL,FL,  33993,lee,07/10/2025,09:00 AM ET,24-CA-001293,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2254 DORA ST,FORT MYERS,FL,  33901,lee,07/10/2025,09:00 AM ET,24-CA-001211,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
4272/4278 SCOTT AVE,FORT MYERS,FL,  33905,lee,07/10/2025,09:00 AM ET,23-CA-000123,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
12040 LIVE OAK DR,FORT MYERS,FL,  33908,lee,07/10/2025,09:00 AM ET,23-CA-011893,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
11099 SEA TROPIC LN,FORT MYERS,FL,  33908,lee,07/10/2025,09:00 AM ET,24-CA-005396,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
4009 E RIVER DR,FORT MYERS,FL,  33916,lee,07/10/2025,09:00 AM ET,24-CA-003518,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
8521 OAKSHADE CIR 421,FORT MYERS,FL,  33919,lee,07/10/2025,09:00 AM ET,24-CA-004011,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1367 BUNKER WAY,FORT MYERS,FL,  33919,lee,07/10/2025,09:00 AM ET,24-CC-004443,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
17568 BRICKSTONE LOOP,FORT MYERS,FL,  33967,lee,07/10/2025,09:00 AM ET,24-CC-009436,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
434 PICTURESQUE AVE,LEHIGH ACRES,FL,  33974,lee,07/10/2025,09:00 AM ET,24-CA-000825,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2543 EIGHTH AVE,SAINT JAMES CITY,FL,  33956,lee,07/10/2025,09:00 AM ET,24-CA-006515,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2500 WINDING CREEK BLVD # F-10,CLEARWATER,FL,  33761,pinellas,07/10/2025,10:00 AM ET,522021CC003286XXCOCO,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
7479 OAKMOSS LOOP,DAVENPORT,FL,  33837,polk,07/10/2025,10:00 AM ET,2024CA001179000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
3695 N WEBB PT,HERNANDO,FL,  34442,citrus,07/10/2025,10:00 AM ET,2022 CA 000847 A,https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
7811 E WATSON ST,INVERNESS,FL,  34450,citrus,07/10/2025,10:00 AM ET,2024 CA 000801 A,https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2509 RIVER BRIAR BLVD,RUSKIN,FL,  33570,hillsborough,07/10/2025,10:00 AM ET,292023CA001076A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
3300 29TH ST N,ST PETERSBURG,FL,  33713,pinellas,07/10/2025,10:00 AM ET,522024CA005268XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
4076 MCCALL LN,MARIANNA,FL,  32448,jackson,07/10/2025,11:00 AM CT,322024CA000169CAAXMX,https://jackson.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
5505 SUN HARBOUR RD 235,PANAMA CITY,FL,  32401,bay,07/10/2025,11:00 AM CT,25000044CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
601 E BURGESS RD K3,PENSACOLA,FL,  32504,escambia,07/10/2025,11:00 AM CT,2024 CA 000853,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1240 W VOORHIS AVE,DELAND,FL,  32720,volusia,07/10/2025,11:00 AM ET,2023 11998 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
5025 DELEON OAKS CT,DELEON SPRINGS,FL,  32130,volusia,07/10/2025,11:00 AM ET,2021 11383 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
8315 SW 209TH CT,DUNNELLON,FL,  34431,marion,07/10/2025,11:00 AM ET,422020CA000291CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
2026 PENNSYLVANIA AVE,ENGLEWOOD,FL,  34224,charlotte,07/10/2025,11:00 AM ET,24002197CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
12240 THORNHILL CT,LAKEWOOD RANCH,FL,  34202,manatee,07/10/2025,11:00 AM ET,412024CA001065CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
9980 SW 102ND LN,OCALA,FL,  34481,marion,07/10/2025,11:00 AM ET,422023CC000952CCAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
598 SAN MATEO RD,SAN MATEO,FL,  32187,putnam,07/10/2025,11:00 AM ET,542024CA000265CAAXMX,https://putnam.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
1029 DUNSTABLE LN,PONTE VEDRA,FL,  32081,saintjohns,07/10/2025,12:00 PM ET,CA24-1098,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
3136 TINDALL FARMS RD,SAINT AUGUSTINE,FL,  32084,saintjohns,07/10/2025,12:00 PM ET,CA24-1108,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
913 CHIPPEWA ST,SAINT AUGUSTINE,FL,  32086,saintjohns,07/10/2025,12:00 PM ET,CA24-0579,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
42 APPLETON CT,SAINT AUGUSTINE,FL,  32092,saintjohns,07/10/2025,12:00 PM ET,CA22-0858,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,,
